Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,87625,3,4,436,860,436,0,145.3333333,251.7247174,860,0,215.0,430.0,14790.29957,79.88587732,14604.16667,16913.03952,40232,4,63632,31816.0,11902.02134,40232,23400,64299,21433.0,36597.73112,63691,4,0,0,0,0,72,92,34.23680456,45.64907275,0,860,162.0,320.6564695,102820.5714,0,0,0,1,0,0,0,0,1,185.1428571,145.3333333,215.0,72,0,0,0,0,0,0,3,436,4,860,8192,31,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
57286,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,227,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,149,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1288590.604,26845.63758,49.66666667,80.82903769,143,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,13422.81879,13422.81879,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,60269873,15,14,1200,5698,882,0,80.0,229.0764064674,1448,0,407.0,589.1144592979,114.4518754835,0.4811690909,2152495.46428571,4165153.35826583,10189269,4,60269873,4304990.92857143,5142128.15018404,10240036,235,60218553,4632196.38461538,5199014.9582654,10240114,48,0,0,0,0,488,456,0.2488805643,0.2322885266,0,1448,229.9333333333,457.7077770755,209496.409195402,0,0,0,1,0,0,0,0,0,237.8620689655,80.0,407.0,488,0,0,0,0,0,0,15,1200,14,5698,29200,116,3,32,69769.8333333333,46519.8252078258,164728,50738,9975173.16666667,467973.775218406,10189269,9024965,0
80,7897,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1519.564392,253.2607319,7897.0,0.0,7897,7897,7897,7897.0,0.0,7897,7897,0,0.0,0.0,0,0,0,0,0,0,40,0,253.2607319,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
54922,14136,6,1,2168,6,1460,6,361.3333333,565.2148854,6,6,6.0,0.0,153791.7374,495.1895869,2356.0,4722.525045,11832,1,14136,2827.2,5153.223331,11890,1,0,0.0,0.0,0,0,0,0,0,0,120,20,424.4482173,70.74136955,6,1460,272.5,505.2201783,255247.4286,0,0,0,0,1,0,0,0,0,311.4285714,361.3333333,6.0,120,0,0,0,0,0,0,6,2168,1,6,672,0,5,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,1172101,12,8,537,5823,200,0,44.75,76.99247307,2896,0,727.875,1041.069016,5426.153548,17.06337594,61689.52632,125080.3146,483994,19,1172101,106554.6364,151509.8127,483994,48,658218,94031.14286,124211.5651,311543,151,0,0,0,0,392,264,10.23802556,6.825350375,0,2896,302.8571429,706.6913956,499412.7286,0,0,0,1,0,0,0,0,0,318.0,44.75,727.875,392,0,0,0,0,0,0,12,537,8,5823,29200,122,4,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,49220,4,2,204,158,51,51,51.0,0.0,79,79,79.0,0.0,7354.733848,121.901666,9844.0,14061.0548,30285,3,30291,10097.0,17483.32085,30285,3,3,3.0,0.0,3,3,0,0,0,0,80,40,81.26777733,40.63388866,51,79,59.0,13.66260102,186.6666667,0,0,0,0,0,0,0,0,0,68.83333333,51.0,79.0,80,0,0,0,0,0,0,4,204,2,158,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,230,2,2,70,126,35,35,35.0,0.0,63,63,63.0,0.0,852173.913,17391.30435,76.66666667,77.56502648,156,1,156,156.0,0.0,156,156,1,1.0,0.0,1,1,0,0,0,0,64,64,8695.652174,8695.652174,35,63,46.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,57.75,35.0,63.0,64,0,0,0,0,0,0,2,70,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
7547,125,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16000.0,125.0,0.0,125,125,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8000.0,8000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,946,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,3069043,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.955006821,613808.6,902275.1658,2023828,116,1045215,522607.5,705928.0342,1021774,23441,3045762,1522881.0,708610.0902,2023944,1021818,0,0,0,0,84,84,0.977503411,0.977503411,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,84,0,0,0,0,0,0,3,0,3,0,8192,29,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,116760628,30,29,14561,6858,2965,0,485.3666667,992.9995827,1448,0,236.4827586,436.3113748,183.4436862,0.50530732,2013114.276,3870511.719,10200000,1,117000000,4025436.724,4714351.576,10200000,15,117000000,4169192.5,4744035.737,10300000,3,0,0,0,0,968,936,0.256935925,0.248371395,0,2965,356.9833333,769.8633709,592689.6099,0,0,0,1,0,0,0,0,0,363.0338983,485.3666667,236.4827586,968,0,0,0,0,0,0,30,14561,29,6858,29200,1844,10,32,39163.0,44131.75381,179595,22933,8940657.385,2036914.182,10200000,5051627,0
22,139,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14388.48921,139.0,0.0,139,139,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,7194.244604,7194.244604,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,1018698,10,7,595,5161,196,0,59.5,82.67641072,2820,0,737.2857143,1045.971114,5650.34976,16.68796837,63668.625,102385.0615,282166,3,1018698,113188.6667,118145.3934,290254,3,676368,112728.0,173370.5149,376664,3,0,0,0,0,212,152,9.816451981,6.871516387,0,2820,319.7777778,712.3178864,507396.7712,0,0,0,1,0,0,0,0,0,338.5882353,59.5,737.2857143,212,0,0,0,0,0,0,10,595,7,5161,8192,119,9,20,0.0,0.0,0,0,0.0,0.0,0,0,0
21571,50,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,320000.0,80000.0,16.66666667,28.00595175,49,0,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,48,40,40000.0,40000.0,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
53,47942,1,1,42,94,42,42,42.0,0.0,94,94,94.0,0.0,2836.761086,41.7170748,47942.0,0.0,47942,47942,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.8585374,20.8585374,42,94,59.33333333,30.022214,901.3333333,0,0,0,0,0,0,0,0,1,89.0,42.0,94.0,32,0,0,0,0,0,0,1,42,1,94,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,114584,9,7,559,3834,198,0,62.11111111,82.05553675,1410,0,547.7142857,632.0582026,38338.68603,139.6355512,7638.933333,12943.81113,34847,1,114584,14323.0,15632.59408,36535,4,79285,13214.16667,19933.72201,42538,3,0,0,0,0,192,152,78.54499756,61.09055365,0,1410,258.4117647,464.3748565,215644.0074,0,0,0,1,0,0,0,0,0,274.5625,62.11111111,547.7142857,192,0,0,0,0,0,0,9,559,7,3834,8192,115,8,20,0.0,0.0,0,0,0.0,0.0,0,0,0
60694,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,349,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,333373,15,11,974,7387,469,0,64.9333333333,134.2659762596,1581,0,671.5454545455,745.9320831867,25080.0154781581,77.9907191044,13334.92,26124.2774460207,92710,1,333373,23812.3571428571,31983.0663912282,94028,1,273187,27318.7,45010.9127312477,113719,2,0,0,0,0,492,360,44.9946456372,32.9960734673,0,1581,309.6666666667,563.347071597,317359.923076923,0,0,0,1,0,0,0,0,0,321.5769230769,64.9333333333,671.5454545455,492,0,0,0,0,0,0,15,974,11,7387,65535,179,6,32,0.0,0.0,0,0,0.0,0.0,0,0,0
57869,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,5563,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,116789666,2,2,96,214,51,45,48.0,4.2426406871,147,67,107.0,56.5685424949,2.6543444349,0.0342496056,38929888.6666667,67349611.1868907,116698519,30438,116759228,116759228.0,0.0,116759228,116759228,116728957,116728957.0,0.0,116728957,116728957,0,0,0,0,52,64,0.0171248028,0.0171248028,45,147,71.0,43.4281015012,1886.0,0,0,0,0,0,0,0,0,1,88.75,48.0,107.0,52,0,0,0,0,0,0,2,96,2,214,-1,-1,1,20,60709.0,0.0,60709,60709,116698519.0,0.0,116698519,116698519,0
443,60237996,14,14,871,5422,479,0,62.21428571,134.142392,1460,0,387.2857143,578.3254911,104.4689468,0.4648229,2231036.889,4216222.808,10000000,3,60200000,4633692.0,5183790.048,10100000,502,60200000,4629803.385,5187676.287,10100000,47,0,0,0,0,292,352,0.23241145,0.23241145,0,1460,217.0,437.9489533,191799.2857,0,0,0,1,0,0,0,0,1,224.75,62.21428571,387.2857143,292,0,0,0,0,0,0,14,871,14,5422,8192,123,13,20,68560.33333,45046.97613,160512,50101,9971091.0,73438.2271,10000000,9821242,0
443,10023468,41,71,1276,108377,405,0,31.12195122,95.56390404,4344,0,1526.43662,717.8188337,10939.62688,11.17377738,90301.51351,933346.7864,9834961,2,10000000,250586.7,1554303.901,9834961,3,9992396,142748.5143,1178114.77,9858567,48,0,0,0,0,1324,2280,4.090400648,7.083376731,0,4344,970.380531,923.4009665,852669.345,0,0,0,1,0,0,0,0,1,979.0446429,31.12195122,1526.43662,1324,0,0,0,0,0,0,41,1276,71,108377,65535,126,7,32,148962.0,0.0,148962,148962,9834961.0,0.0,9834961,9834961,0
39924,6053547,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.946926653,0.991154442,1210709.4,2693178.802,6028391,3,0,0.0,0.0,0,0,6032994,1508248.5,3013428.719,6028391,3,0,0,0,0,20,100,0.165192407,0.825962035,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,25156.0,0.0,25156,25156,6028391.0,0.0,6028391,6028391,0
53,350,2,2,76,172,38,38,38.0,0.0,86,86,86.0,0.0,708571.4286,11428.57143,116.6666667,65.30951947,178,48,48,48.0,0.0,48,48,178,178.0,0.0,178,178,0,0,0,0,40,40,5714.285714,5714.285714,38,86,57.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,71.5,38.0,86.0,40,0,0,0,0,0,0,2,76,2,172,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
52230,115,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,104347.8261,17391.30435,115.0,0.0,115,115,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8695.652174,8695.652174,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,31,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,211322,28,48,871,64624,389,0,31.10714286,89.00492674,2896,0,1346.333333,559.9370152,309929.8701,359.6407378,2817.626667,8217.612566,35322,-1,211322,7826.740741,12922.66007,35322,1,178217,3791.851064,11812.80664,66329,47,0,0,0,0,908,1544,132.4992192,227.1415186,0,2896,850.5844156,780.2942149,608859.0619,0,0,0,1,0,0,0,0,1,861.7763158,31.10714286,1346.333333,908,0,0,0,0,0,0,28,871,48,64624,65535,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,134227,1,1,76,157,76,76,76.0,0.0,157,157,157.0,0.0,1735.865362,14.90013187,134227.0,0.0,134227,134227,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,7.450065933,7.450065933,76,157,103.0,46.7653718,2187.0,0,0,0,0,0,0,0,0,1,154.5,76.0,157.0,32,0,0,0,0,0,0,1,76,1,157,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,9005149,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.3331427387,4502574.5,2115491.66236232,5998453,3006696,9005149,4502574.5,2115491.66236232,5998453,3006696,0,0.0,0.0,0,0,0,0,0,0,92,0,0.3331427387,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,92,0,0,0,0,0,0,3,0,0,0,8192,-1,0,28,3006696.0,0.0,3006696,3006696,5998453.0,0.0,5998453,5998453,0
80,97959045,6,7,302,11595,302,0,50.33333333,123.2909837,5792,0,1656.428571,1947.638216,121.4487136,0.132708521,8163253.75,28300000.0,97900000,16,98000000,19600000.0,43800000.0,97900000,197,12799,2133.166667,4862.890927,12058,42,0,0,0,0,200,232,0.061250087,0.071458434,0,5792,849.7857143,1567.638115,2457489.258,0,0,0,0,1,0,0,0,1,915.1538462,50.33333333,1656.428571,200,0,0,0,0,0,0,6,302,7,11595,251,235,1,32,463.0,0.0,463,463,97900000.0,0.0,97900000,97900000,4
53,187,2,2,168,392,84,84,84.0,0.0,196,196,196.0,0.0,2994652.40641711,21390.3743315508,62.3333333333,101.0362971082,179,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,10695.1871657754,10695.1871657754,84,196,128.8,61.3449264406,3763.2,0,0,0,0,0,0,0,0,1,161.0,84.0,196.0,40,0,0,0,0,0,0,2,168,2,392,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,80993,1,1,62,90,62,62,62.0,0.0,90,90,90.0,0.0,1876.7053942933,24.6934920302,80993.0,0.0,80993,80993,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12.3467460151,12.3467460151,62,90,71.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,107.0,62.0,90.0,32,0,0,0,0,0,0,1,62,1,90,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,119632168,32,31,1799,6016,377,0,56.21875,85.3417170518,3743,0,194.064516129,669.023264941,65.3252392785,0.526614213,1929551.09677419,10439974.3054296,58662774,0,119632168,3859102.19354839,14637027.9605209,58742089,27,119595428,3986514.26666667,14875153.816835,58707122,1,0,0,0,0,1032,1000,0.2674865844,0.2591276286,0,3743,122.109375,470.8635807288,221712.511656746,0,0,0,1,0,0,0,0,0,124.0476190476,56.21875,194.064516129,1032,0,0,0,0,0,0,32,1799,31,6016,29200,382,16,32,1154251.5,1514821.4223071,2225392,83111,58643369.5,27442.1070710687,58662774,58623965,0
53,161,2,2,134,166,67,67,67.0,0.0,83,83,83.0,0.0,1863354.037,24844.7205,53.66666667,52.72886622,109,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,12422.36025,12422.36025,67,83,73.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,91.75,67.0,83.0,64,0,0,0,0,0,0,2,134,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
49272,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,6545,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
8080,8950038,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.335194108,4475019.0,219193.2027,4630012,4320026,8950038,4475019.0,219193.2027,4630012,4320026,0,0.0,0.0,0,0,0,0,0,0,92,0,0.335194108,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,92,0,0,0,0,0,0,3,0,0,0,8192,-1,0,28,0.0,0.0,0,0,0.0,0.0,0,0,0
80,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
51545,25,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,40000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,149,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,30318,1,1,55,111,55,55,55.0,0.0,111,111,111.0,0.0,5475.2952041691,65.9674120984,30318.0,0.0,30318,30318,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.9837060492,32.9837060492,55,111,73.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,0,1,110.5,55.0,111.0,32,0,0,0,0,0,0,1,55,1,111,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,187,2,2,64,242,32,32,32.0,0.0,121,121,121.0,0.0,1636363.636,21390.37433,62.33333333,66.66583333,135,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,10695.18717,10695.18717,32,121,67.6,48.74730762,2376.3,0,0,0,0,0,0,0,0,1,84.5,32.0,121.0,40,0,0,0,0,0,0,2,64,2,242,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,68,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,176470.5882,29411.76471,68.0,0.0,68,68,68,68.0,0.0,68,68,0,0.0,0.0,0,0,0,0,0,0,40,0,29411.76471,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,185508,1,1,43,185,43,43,43.0,0.0,185,185,185.0,0.0,1229.057507,10.7812062,185508.0,0.0,185508,185508,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,5.390603101,5.390603101,43,185,90.33333333,81.98373822,6721.333333,0,0,0,0,0,0,0,0,1,135.5,43.0,185.0,32,0,0,0,0,0,0,1,43,1,185,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,47558080,12,12,1294,5887,430,0,107.8333333,194.2743296,1962,0,490.5833333,721.7146828,150.994321,0.504646109,2067742.609,3864158.105,10000000,48,42800000,3890200.545,4892208.128,10000000,139,47500000,4321303.091,4728127.926,10000000,172,0,0,0,0,252,300,0.252323054,0.252323054,0,1962,287.24,544.2766821,296237.1067,0,0,0,1,0,0,0,0,1,299.2083333,107.8333333,490.5833333,252,0,0,0,0,0,0,12,1294,12,5887,8192,1013,7,20,697535.25,1346733.887,2717636,23648,10000000.0,4918.889941,10000000,9996519,0
53,61239,2,2,98,530,49,49,49.0,0.0,265,265,265.0,0.0,10254.902921341,65.3178530022,20413.0,35351.1569824808,61233,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,32.6589265011,32.6589265011,49,265,135.4,118.3080724211,13996.8,0,0,0,0,0,0,0,0,1,169.25,49.0,265.0,64,0,0,0,0,0,0,2,98,2,530,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,632398,3,4,438,860,438,0,146.0,252.8794179,860,0,215.0,430.0,2052.50491,11.06897871,105399.6667,235396.1545,585349,4,608605,304302.5,397473.9141,585359,23246,609142,203047.3333,351153.2264,608524,4,0,0,0,0,104,136,4.74384802,6.325130693,0,860,162.25,320.9012977,102977.6429,0,0,0,1,0,0,0,0,1,185.4285714,146.0,215.0,104,0,0,0,0,0,0,3,438,4,860,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
6567,3,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1333333.333,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,48,0,666666.6667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
53,213,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,769953.0516,18779.34272,71.0,117.7794549,207,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,9389.671362,9389.671362,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,64,0,0,0,0,0,0,2,66,2,98,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,173,2,2,72,128,36,36,36.0,0.0,64,64,64.0,0.0,1156069.364,23121.38728,57.66666667,92.95339334,165,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,11560.69364,11560.69364,36,64,47.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,59.0,36.0,64.0,40,0,0,0,0,0,0,2,72,2,128,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
45314,97,3,2,179,12,148,0,59.66666667,78.05340052,6,6,6.0,0.0,1969072.165,51546.39175,24.25,22.588714,48,3,97,48.5,0.707106781,49,48,3,3.0,0.0,3,3,0,0,0,0,96,40,30927.83505,20618.5567,0,148,31.83333333,58.06347102,3371.366667,0,0,0,0,1,0,0,0,0,38.2,59.66666667,6.0,96,0,0,0,0,0,0,3,179,2,12,235,0,2,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,85910078,5,6,343,11595,331,0,68.6,146.7167339,7240,0,1932.5,3126.682571,138.9592499,0.128040857,8591007.8,27100000.0,85800000,6,85800000,21400000.0,42900000.0,85800000,6,85900000,17200000.0,38300000.0,85800000,85,0,0,0,0,144,200,0.058200389,0.069840467,0,7240,995.3333333,2325.930208,5409951.333,1,0,0,0,0,0,0,0,1,1085.818182,68.6,1932.5,144,0,0,0,0,0,0,5,343,6,11595,0,235,2,20,3001.0,0.0,3001,3001,85800000.0,0.0,85800000,85800000,4
443,31156,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,96.28963923,15578.0,22029.20466,31155,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,44,64.19309282,32.09654641,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,33304,123,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5410757,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7392680913,1803585.66666667,3103859.27146985,5387589,75,5410757,2705378.5,3793218.46623952,5387589,23168,0,0.0,0.0,0,0,0,0,0,0,104,40,0.5544510685,0.1848170228,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23647,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,5412.948788,84.57732482,23647.0,0.0,23647,23647,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.28866241,42.28866241,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,32,0,0,0,0,0,0,1,56,1,72,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
3869,49,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
443,28635323,229,331,5206,624998,530,0,22.7336244541,74.724369281,4020,0,1888.2114803625,915.0327750321,22007.9235704797,19.5562662241,51225.9803220036,599458.362788922,9800598,0,28635323,125593.521929825,946764.457497503,9800598,3,28379094,85997.2545454545,799576.063755332,10246446,1,0,0,0,0,4616,6668,7.9971160095,11.5591502146,0,4020,1123.3582887701,1157.1817650963,1339069.63747135,0,0,0,1,0,0,0,0,1,1125.3642857143,22.7336244541,1888.2114803625,4616,0,0,0,0,0,0,229,5206,331,624998,8192,2440,226,20,4673431.0,6247845.61192672,9091325,255537,9644158.0,221239.569697647,9800598,9487718,0
